======================================
=== SHEET: Efectividad (21 rows x 16 cols) ===
======================================
 | ¿Próxima Acción? | Sí |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Tipo de Compromiso | Esta semana No |  |  |  |  |  |  |  |  |  |  |  |  | 
 | N° de Próximas acciones |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Contexto | Total |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @A la espera | 11 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Casa | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @GoPRO | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Iquique | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Oficina | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Teléfono | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Online | 17 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Offline | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Desarrollo Web | 3 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Búsqueda Internet | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Compras internet | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Email | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Ipad | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Computador | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Mac | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Grand Total | 70 |  |  |  |  |  |  |  |  |  |  |  |  | 
[20 data rows]

======================================
=== SHEET: PROYECTOS (121 rows x 2 cols) ===
======================================
¿Próxima Acción? | Sí
AREA | (Multiple Items)
Proyecto | N° Acciones
Estamos registrados en Sernatur y operando en regla | 1
Las redes sociales de ANE son visualmente atractivas y a la gente le atrae | 1
Los videos ANE están estructurados y ahora es más rápido la edición de video | 1
NO movimientos de ANE declarados | 1
Sergio tiene su VISA en regla | 1
Tenemos poleras nuevas a un buen precio | 2
Tengo un asesor de empresa para todos los temas relacionados con ANE | 1
Seguimos generando videos de experiences | 3
Mi cuenta de Cairo está cerrada | 1
Hago acciones de bajo costo que generan gran impacto en nuestro negocio de ANE | 1
Tenemos todas las facturas relacionadas con ANE en orden | 1
El branding personal de ANE está muy trabajado y su estrategia está completamente definida | 1
Seguimos agregando nuevos facilitadores en la tribu de ANE | 1
Seguimos ampliando la visibiliad de ANE en internet | 2
Tenemos cuenta de paypal de empresa y está integrada en nuestra web | 1
Sergio y yo Nos organizamos muy bien y trabajamos en equipo excepcionalmente | 1
Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo | 3
Tenemos un formulario de clientes para nuestras propias actividades | 1
Tenemos un lugar seguro donde guardar nuestra  material de experiencias: Paddles y otros. A poder ser junto a la furgoneta!! | 1
La furgoneta está ploteada con ANE y Red Paddle y se ve bakan | 2
Sergio tiene su contrato de ANE en regla | 1
Sergio tiene su carnet de conducir chileno | 1
Sergio se encuentra en contínuo aprendizaje y cada día lee más porque le encanta aprender | 1
Sergio es PADI open water | 1
ANE tiene una estrategia definida en conjunto con Pisagua Sumergido para meter paddles en Pisagua | 1
ANE tiene Red Paddle en 3 tiendas de Iquique y nos los han comprado | 1
Tenemos 2 banderas de ANE y las hemos hecho en Perú | 1
Tenemos 2 banderas de Red Paddle y las hemos hecho en Perú | 1
Tenemos una polera de surftrips para hombre brutal!!! | 1
Sergio cada vez sabe más sobre la flora y fauna de la región convirtiéndose en un guía increíble | 1
Nuestras actividades ANE están super bien definidas con precios claros, rutas concretas y tiempos medidos; listas para poder enviar a clientes | 1
ANE tiene pequeños souvenirs que la gente puede comprar | 1
Sergio controla sus gastos y tiene visibilidad sobre dónde se va el dinero y se está preparando a conciencia para cuando tenga lucas!! | 1
Sergio ha cancelado su tarjeta de la Kutxa | 1
En el Marley coffe hay videos de ANE dando vueltas todo el día | 1
Sergio tiene su portátil impeke, con todos los archivos donde tienen que estar y todo lo es necesario está archivado o ya se eliminó | 1
Las tomas que grabamos en ANE son más profesionales y bakanes | 1
La furgoneta del Equipo A de ANE está full equipada para experiences | 2
Sergio tiene Fan Page de atleta bodyboarder y está increíble, se ve excelente y tiene muchas visitas. Está ligada a ANE | 1
Sergio está federado y compite en campeonatos de boadyboard internacionales | 3
ANE tiene clientes que pagan buenas lucas por experiencias | 1
Sergio tiene el certificado de primeros auxilios en Chile | 1
ANE tiene una red inmensa de colaboradores que se sienten parte de ANE | 1
Grand Total | 53
[47 data rows]

======================================
=== SHEET: LISTA de Proyectos y Acciones (863 rows x 26 cols) ===
======================================
Contador | AREA | OBJETIVO | Proyecto | Subproyecto | Acción | ¿Próxima Acción? | Contexto | Contacto | Tiempo | Energía | Fecha inicio | Fecha objetivo | ¿Fecha límite? | Tipo de Compromiso | ¿Activa? | Completada | Fecha finalización | Notas |  |  |  |  |  |  | 
196 | ANE |  | Tengo el modelo Canvas del negocio de ANE |  | Hacer Modelo Canvas de ANE | No | @Iquique |  | 5. >2h' | Alta |  |  | No | Tal vez nunca | =IF(AND(L197="",O197=""),"",IF(AND(O197="Comprometida",(OR(L197<=TODAY(),L197="")),OR(Q197="",Q197="No"),G197="Sí"),"Sí","No")) | No | 2016-09-17 00:00:00 | Ponerlo en limpio |  |  |  |  |  |  | 
197 |  |  |  |  | Llevar generador de claves de banco chile a Sergio en Iquique | Sí | @Iquique | Sergio@ | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L198="",O198=""),"",IF(AND(O198="Comprometida",(OR(L198<=TODAY(),L198="")),OR(Q198="",Q198="No"),G198="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
198 | CONFERENCIAS |  | Conferencia de Iquique ha sido un éxito |  | Preparar conferencia de Iquique | No | @Mac |  | 5. >2h' | Alta |  |  | No | Esta semana No | =IF(AND(L199="",O199=""),"",IF(AND(O199="Comprometida",(OR(L199<=TODAY(),L199="")),OR(Q199="",Q199="No"),G199="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
199 |  |  | Estoy haciendo el curso de Raimon Samso |  | Grabar con Screenflow los cursos de Ramón Samso | Sí | @Mac |  | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L200="",O200=""),"",IF(AND(O200="Comprometida",(OR(L200<=TODAY(),L200="")),OR(Q200="",Q200="No"),G200="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
200 | LIBERTAD FINANCIERA |  | Tengo control sobre mis finanzas y sé cuál es la salud financiera, mi colchón en caso de no tener ingresos, etc |  | Incluir lo que me debe said al excel | No | @Computador |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L201="",O201=""),"",IF(AND(O201="Comprometida",(OR(L201<=TODAY(),L201="")),OR(Q201="",Q201="No"),G201="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 | 22.000EGP |  |  |  |  |  |  | 
201 |  |  | Tengo control sobre mis finanzas y sé cuál es la salud financiera, mi colchón en caso de no tener ingresos, etc |  | Ojear excels descargados y ver videos sobre balance económico | Sí | @Computador |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L202="",O202=""),"",IF(AND(O202="Comprometida",(OR(L202<=TODAY(),L202="")),OR(Q202="",Q202="No"),G202="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
202 |  |  |  |  | Esperar a Osvaldo que me de su opinión sobre mí para ejercicio de percepción de los demás | No | @A la espera | Osvaldo@ |  |  |  |  | No | Esta semana No | =IF(AND(L203="",O203=""),"",IF(AND(O203="Comprometida",(OR(L203<=TODAY(),L203="")),OR(Q203="",Q203="No"),G203="Sí"),"Sí","No")) | No | 2016-09-08 00:00:00 | Osvaldo me da el feedback |  |  |  |  |  |  | 
203 |  |  |  |  | Visitar http://www.potatomama.com/100-powerful-positive-affirmations-will-transform-life/ para capturar afirmaciones q cambian tu vida | Sí | @Online |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L204="",O204=""),"",IF(AND(O204="Comprometida",(OR(L204<=TODAY(),L204="")),OR(Q204="",Q204="No"),G204="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
204 |  |  |  |  | Modelar el modelo de negocio de Bombo fica, show religioso, negocios similiar a lo que pretendo yo | Sí | @Online |  | 4. 1h-2h' | Media |  |  | No | Tal vez nunca | =IF(AND(L205="",O205=""),"",IF(AND(O205="Comprometida",(OR(L205<=TODAY(),L205="")),OR(Q205="",Q205="No"),G205="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
205 | ANE |  | Tengo un asesor de empresa para todos los temas relacionados con ANE |  | Buscar asesor barato para ANE | Sí | @Online |  | 4. 1h-2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L206="",O206=""),"",IF(AND(O206="Comprometida",(OR(L206<=TODAY(),L206="")),OR(Q206="",Q206="No"),G206="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
206 | VENTA ONLINE |  | Tengo una serie de sistemas funcionando en mis páginas web de tal manera que es grande la diversidad de fuentes de ingresos | Productos físicos están siendo enviados a su comprador | Pregunta a Rubén qué opina sobre si hacer una web para vender tablas Red Paddle o utilizar nuestra web de ANE | No | @Desarrollo Web | Ruben@ | 4. 1h-2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L207="",O207=""),"",IF(AND(O207="Comprometida",(OR(L207<=TODAY(),L207="")),OR(Q207="",Q207="No"),G207="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
207 |  |  |  |  | Colocar nuestros productos de venta online en la tienda de nuestro fan page | Sí | @Online |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L208="",O208=""),"",IF(AND(O208="Comprometida",(OR(L208<=TODAY(),L208="")),OR(Q208="",Q208="No"),G208="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
208 |  |  |  |  | Ver video de vimeo que me ha enviado Juantxo de Lakari | Sí | @Online |  | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L209="",O209=""),"",IF(AND(O209="Comprometida",(OR(L209<=TODAY(),L209="")),OR(Q209="",Q209="No"),G209="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
209 | NEGOCIACION |  |  |  | Decirle a Tatita las condiciones de que pueda utilizar el paddle | Sí | @A la espera |  |  |  |  |  | No | Comprometida | =IF(AND(L210="",O210=""),"",IF(AND(O210="Comprometida",(OR(L210<=TODAY(),L210="")),OR(Q210="",Q210="No"),G210="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
210 | VENTA |  | Soy bueno vendiendo y tengo clara la estructura de vienta |  | Ver videos de teletienda porque tienes la estructura de venta muy evidente: Titular, problema, solución, presentación del producto, propuesta | Sí | @Online |  | 4. 1h-2h' | Media |  |  | No | Comprometida | =IF(AND(L211="",O211=""),"",IF(AND(O211="Comprometida",(OR(L211<=TODAY(),L211="")),OR(Q211="",Q211="No"),G211="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
211 | RED PADDLE |  |  |  | Esperar a que Constantino nos envíe factura de la compra de los paddles | Sí | @A la espera |  |  |  |  |  | No | Comprometida | =IF(AND(L212="",O212=""),"",IF(AND(O212="Comprometida",(OR(L212<=TODAY(),L212="")),OR(Q212="",Q212="No"),G212="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
212 | WEB ANE |  | Web de ANE está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Enviar MX a goddady.com para que me configuren el forward del correo | No | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L213="",O213=""),"",IF(AND(O213="Comprometida",(OR(L213<=TODAY(),L213="")),OR(Q213="",Q213="No"),G213="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
213 | TRABAJO |  |  |  | Enviar correo a Osvaldo. Cambian los recursos a Personas: 3; Horas: 8; de la pauta: 37001 SA Svce Mec Apoyo Camb Rev Mag MT01 FL | Sí | @Email | Osvaldo@ | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L214="",O214=""),"",IF(AND(O214="Comprometida",(OR(L214<=TODAY(),L214="")),OR(Q214="",Q214="No"),G214="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
214 | VIDA SALUDABLE |  |  |  | Cita con dentista miércoles 21 a las 8:00 | Sí | @Calle |  | 4. 1h-2h' | Baja | 2016-09-21 00:00:00 | 2016-09-21 00:00:00 | Sí | Comprometida | =IF(AND(L215="",O215=""),"",IF(AND(O215="Comprometida",(OR(L215<=TODAY(),L215="")),OR(Q215="",Q215="No"),G215="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
215 | WEB ANE |  | Web de ANE está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Investigar en internet opiniones sobre los planes de Wix unlimited o combo  | No | @Online |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L216="",O216=""),"",IF(AND(O216="Comprometida",(OR(L216<=TODAY(),L216="")),OR(Q216="",Q216="No"),G216="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
216 |  |  | He enviado mi feedback a Pensamiento Positivo sobre las erratas de los libros |  | Enviar correo a pensamiento positivo: La frase del punto 8 de vivir con abundancia se repite con la del punto 8 | Sí | @Email |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L217="",O217=""),"",IF(AND(O217="Comprometida",(OR(L217<=TODAY(),L217="")),OR(Q217="",Q217="No"),G217="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
217 | KAISEN PERSONAL |  | He aprendido sobre todos los temas relacionados con Servicio de Impuestos Internos |  | Llamar a SII para preguntar si puedo firmar con firma digital un documento que se encuetra en un notaría.  | Sí | @Teléfono |  | 1. <15' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L218="",O218=""),"",IF(AND(O218="Comprometida",(OR(L218<=TODAY(),L218="")),OR(Q218="",Q218="No"),G218="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
218 | KAISEN PERSONAL |  | He aprendido sobre todos los temas relacionados con Servicio de Impuestos Internos |  | Solicitar firma digital en SII | No | @Calle |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L219="",O219=""),"",IF(AND(O219="Comprometida",(OR(L219<=TODAY(),L219="")),OR(Q219="",Q219="No"),G219="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
219 | RED PADDLE |  |  |  | Llamar a Sergio y decirle la idea de programar actividad de Paddle en Iquique, junta de gente, y dar la posibilidad de rentar paddles |  | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L220="",O220=""),"",IF(AND(O220="Comprometida",(OR(L220<=TODAY(),L220="")),OR(Q220="",Q220="No"),G220="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
220 | KAISEN PERSONAL |  | He aprendido sobre todos los temas relacionados con Servicio de Impuestos Internos |  | Descargar app e-rut de Sii (Servicio de Impuestos Internos) | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L221="",O221=""),"",IF(AND(O221="Comprometida",(OR(L221<=TODAY(),L221="")),OR(Q221="",Q221="No"),G221="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
221 | VIVIR CON ABUNDANCIA |  |  |  | Visitar web de vivirconabundancia.com de sergio | No | @Online |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L222="",O222=""),"",IF(AND(O222="Comprometida",(OR(L222<=TODAY(),L222="")),OR(Q222="",Q222="No"),G222="Sí"),"Sí","No")) | Sí | 2016-09-24 00:00:00 | Te direcciona a pensamientopositivo.org |  |  |  |  |  |  | 
222 | WEB ANE |  | Web de ANE está lista para dar visibilidad, con la calidad deseada y tengo las herramientas para administrarla, sé en qué servidor está y ya he decidido dónde se va a quedar |  | Esperar a que Rubén me presente la versión Beta de  ANE | Sí | @A la espera |  |  |  |  |  | No | Comprometida | =IF(AND(L223="",O223=""),"",IF(AND(O223="Comprometida",(OR(L223<=TODAY(),L223="")),OR(Q223="",Q223="No"),G223="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
223 | RED PADDLE |  | Ya hemos recibido el primer pedido de paddles que entra por Iquique |  | Comprar paddle XXL en 1er pedido q entre por Iquique,para dar paseos por cavancha, sacar fotos de olas, etc, dar charlas o talleres en el mar!! | No | @Email |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L224="",O224=""),"",IF(AND(O224="Comprometida",(OR(L224<=TODAY(),L224="")),OR(Q224="",Q224="No"),G224="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
224 | KAISEN PERSONAL |  |  |  | Pasar cuenta de appstore de España a Chile (preguntar a Sergio Urra) | Sí | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L225="",O225=""),"",IF(AND(O225="Comprometida",(OR(L225<=TODAY(),L225="")),OR(Q225="",Q225="No"),G225="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
225 | DESARROLLO PERSONAL |  |  |  | Comprar libro "y tú qué sabes" sugerencia de Sergio Fernandez | Sí | @Compras internet |  | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L226="",O226=""),"",IF(AND(O226="Comprometida",(OR(L226<=TODAY(),L226="")),OR(Q226="",Q226="No"),G226="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
226 | RED PADDLE |  | Ya hemos recibido el primer pedido de paddles que entra por Iquique |  | Esperar a que Chungale me contacte para quedar con él y me cuente su experiencia de recibir pedido por Iquique | Sí | @A la espera |  |  |  |  |  | No | Esta semana No | =IF(AND(L227="",O227=""),"",IF(AND(O227="Comprometida",(OR(L227<=TODAY(),L227="")),OR(Q227="",Q227="No"),G227="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
227 | VIVIR CON ABUNDANCIA |  |  |  | Preguntar a Magda el nombre de la tia a cuyo taller fuimos, de decretar. Despues contactar con ella para quedar y contarnos cosas | Sí | @Teléfono |  | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L228="",O228=""),"",IF(AND(O228="Comprometida",(OR(L228<=TODAY(),L228="")),OR(Q228="",Q228="No"),G228="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
228 | RED PADDLE |  | Ya hemos recibido el primer pedido de paddles que entra por Iquique |  | Hablar con Yupi sobre pedido por Iquique | No | @Teléfono |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L229="",O229=""),"",IF(AND(O229="Comprometida",(OR(L229<=TODAY(),L229="")),OR(Q229="",Q229="No"),G229="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
229 | ANE |  | Seguimos generando videos de experiences |  | Hacer video de Experience Pisagua (completo) | No | @Casa |  | 5. >2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L230="",O230=""),"",IF(AND(O230="Comprometida",(OR(L230<=TODAY(),L230="")),OR(Q230="",Q230="No"),G230="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
230 | RED PADDLE |  | Tenemos la promo de venta de paddles lista para el evento de Iquique Paradise |  | Preparar panfleto de promo de venta de paddles en evento Universidad Santo Tomás con Canvas para que Sergio lo haga después | No | @Mac |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L231="",O231=""),"",IF(AND(O231="Comprometida",(OR(L231<=TODAY(),L231="")),OR(Q231="",Q231="No"),G231="Sí"),"Sí","No")) | Sí | 2016-09-18 00:00:00 | Ya los tenemos!! |  |  |  |  |  |  | 
231 | RED PADDLE |  | Tenemos la promo de venta de paddles lista para el evento de Iquique Paradise |  | Esperar a Sergio a que Imprimir folletos de promo de venta de Paddles en Iquique (unos pocos) y el resto en Tagna | Sí | @A la espera | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L232="",O232=""),"",IF(AND(O232="Comprometida",(OR(L232<=TODAY(),L232="")),OR(Q232="",Q232="No"),G232="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
232 | VIVIR CON ABUNDANCIA |  |  |  | Identificar las cosas que me han pasado en la vida por cumplir o incumplir las leyes de la abundancia | Sí | @Offline |  | 2. 15'-30' | Alta |  |  | No | Algún día/Tal vez | =IF(AND(L233="",O233=""),"",IF(AND(O233="Comprometida",(OR(L233<=TODAY(),L233="")),OR(Q233="",Q233="No"),G233="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
233 | VENTA ONLINE |  | Tengo una serie de sistemas funcionando en mis páginas web de tal manera que es grande la diversidad de fuentes de ingresos | Tengo una web con blog de poesía y vendo libros de poetas q no son todavîa famosos, como la Gallega amiga mia | Pedir a Rubén que haga la página web de poesía | No | @Teléfono | Ruben@ | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L234="",O234=""),"",IF(AND(O234="Comprometida",(OR(L234<=TODAY(),L234="")),OR(Q234="",Q234="No"),G234="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
234 | VENTA ONLINE |  | Tengo una serie de sistemas funcionando en mis páginas web de tal manera que es grande la diversidad de fuentes de ingresos | Tengo una web con blog de poesía y vendo libros de poetas q no son todavîa famosos, como la Gallega amiga mia | Investigar en el mercado qué hay sobre páginas web de poesía y venta de libros de autores no conocidos | No | @Online |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L235="",O235=""),"",IF(AND(O235="Comprometida",(OR(L235<=TODAY(),L235="")),OR(Q235="",Q235="No"),G235="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
235 | CONFERENCIAS |  |  |  | Conprar atril portable | Sí | @Compras internet |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L236="",O236=""),"",IF(AND(O236="Comprometida",(OR(L236<=TODAY(),L236="")),OR(Q236="",Q236="No"),G236="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
236 | RED PADDLE |  |  |  | Enviar correo a Rodrigo panfletos de promo de venta de paddles | No | @Email |  | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L237="",O237=""),"",IF(AND(O237="Comprometida",(OR(L237<=TODAY(),L237="")),OR(Q237="",Q237="No"),G237="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
237 | BRANDING PERSONAL |  |  |  | Hacer unos minivideos sobre abundancia y flow desde el paddle; y uno más largo | Sí | @Iquique |  | 5. >2h' | Alta |  |  | No | Algún día/Tal vez | =IF(AND(L238="",O238=""),"",IF(AND(O238="Comprometida",(OR(L238<=TODAY(),L238="")),OR(Q238="",Q238="No"),G238="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
238 | KAISEN PERSONAL |  |  |  | Llamar a Custodia con app OneCall | Sí | @Teléfono |  | 2. 15'-30' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L239="",O239=""),"",IF(AND(O239="Comprometida",(OR(L239<=TODAY(),L239="")),OR(Q239="",Q239="No"),G239="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
239 | VENTA ONLINE |  | Tengo una serie de sistemas funcionando en mis páginas web de tal manera que es grande la diversidad de fuentes de ingresos |  | Pedir a Rubén landing page o web de asesoría para encontrar trabajo, y lo hacemos para probar si hay gente que quiere eso | No | @Teléfono | Ruben@ | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L240="",O240=""),"",IF(AND(O240="Comprometida",(OR(L240<=TODAY(),L240="")),OR(Q240="",Q240="No"),G240="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
240 | ANE |  | Hago acciones de bajo costo que generan gran impacto en nuestro negocio de ANE |  | Pedir a Romerais que comparta la fan page de ANE con todos sus amigos | Sí | @Iquique | Romerais@ | 1. <15' | Baja |  |  | No | Algún día/Tal vez | =IF(AND(L241="",O241=""),"",IF(AND(O241="Comprometida",(OR(L241<=TODAY(),L241="")),OR(Q241="",Q241="No"),G241="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
241 | ANE |  | Pido acciones a los demás que generan gran impacto en nuestro negocio de ANE |  | Decirle a Salamero que se vaya con Romerais a hacer Paddle y grabar posturas de yoga | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | =IF(AND(L242="",O242=""),"",IF(AND(O242="Comprometida",(OR(L242<=TODAY(),L242="")),OR(Q242="",Q242="No"),G242="Sí"),"Sí","No")) | No | 2016-09-06 00:00:00 | Sergio ya lo tiene en cuenta |  |  |  |  |  |  | 
242 | GTD |  | Sistema GTD personal en operación y completando mejora continua | Mi sistema continua mejorando | Aprender a utilizar Own it y ver si me sirve para organizar mis actividades | Sí | @Teléfono |  | 1. <15' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L243="",O243=""),"",IF(AND(O243="Comprometida",(OR(L243<=TODAY(),L243="")),OR(Q243="",Q243="No"),G243="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
243 | HAPPINESS PROJECT |  |  |  | Hacer the happines project intro | Sí | @Mac |  | 4. 1h-2h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L244="",O244=""),"",IF(AND(O244="Comprometida",(OR(L244<=TODAY(),L244="")),OR(Q244="",Q244="No"),G244="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
244 | GTD |  |  |  | Arreglar pestaña de Archivo y Material de apoyo | Sí | @Computador |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L245="",O245=""),"",IF(AND(O245="Comprometida",(OR(L245<=TODAY(),L245="")),OR(Q245="",Q245="No"),G245="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
245 | KAISEN PERSONAL |  | Mi cuenta de Cairo está cerrada |  | Enviar correo a NSGB de Egipto pidiendo transferencia a Mustafa y cierre de la cuenta | No | @Casa |  | 2. 15'-30' | Media |  |  | No | Esta semana No | =IF(AND(L246="",O246=""),"",IF(AND(O246="Comprometida",(OR(L246<=TODAY(),L246="")),OR(Q246="",Q246="No"),G246="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
246 | ANE |  | Tenemos todas las facturas relacionadas con ANE en orden |  | Esperar a que Sergio me confirme lo de la Factura del furgón de ANE | Sí | @A la espera |  |  |  |  |  | No | Comprometida | =IF(AND(L247="",O247=""),"",IF(AND(O247="Comprometida",(OR(L247<=TODAY(),L247="")),OR(Q247="",Q247="No"),G247="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
247 | ANE |  | Seguimos generando videos de experiences |  | Hacer entrevista a vileño y tatita sobre la vibracion o lo que siente al surfear | Sí | @Iquique |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | =IF(AND(L248="",O248=""),"",IF(AND(O248="Comprometida",(OR(L248<=TODAY(),L248="")),OR(Q248="",Q248="No"),G248="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
248 | ANE |  | El branding personal de ANE está muy trabajado y su estrategia está completamente definida |  | Escribir la descripción de mi clientes ideal, como un avatar, con nombre, sus problemas, etc | Sí | @Offline |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | =IF(AND(L249="",O249=""),"",IF(AND(O249="Comprometida",(OR(L249<=TODAY(),L249="")),OR(Q249="",Q249="No"),G249="Sí"),"Sí","No")) | No |  |  |  |  |  |  |  |  | 
